compound	compound_desc
C00437	N-Acetylornithine; N2-Acetyl-L-ornithine
C00438	N-Carbamoyl-L-aspartate
C00439	N-Formimino-L-glutamate; N-Formimidoyl-L-glutamate
C00440	5-Methyltetrahydrofolate
C00441	L-Aspartate 4-semialdehyde; Aspartate beta-semialdehyde; L-Aspartic 4-semialdehyde
C00445	5,10-Methenyltetrahydrofolate
C00446	alpha-D-Galactose 1-phosphate; alpha-D-Galactopyranose 1-phosphate
C00447	Sedoheptulose 1,7-bisphosphate; D-Sedoheptulose 1,7-bisphosphate; D-altro-Heptulose 1,7-biphosphate
C00448	trans,trans-Farnesyl diphosphate; Farnesyl diphosphate; Farnesyl pyrophosphate; 2-trans,6-trans-Farnesyl diphosphate; (2E,6E)-Farnesyl diphosphate
C00449	N6-(L-1,3-Dicarboxypropyl)-L-lysine; Saccharopine; L-Saccharopine; N-[(S)-5-Amino-5-carboxypentyl]-L-glutamic acid
C00450	(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate; Delta1-Piperideine-6-L-carboxylate
C00455	Nicotinamide D-ribonucleotide; NMN; Nicotinamide mononucleotide; Nicotinamide ribonucleotide; Nicotinamide nucleotide; beta-Nicotinamide D-ribonucleotide; beta-Nicotinamide ribonucleotide; beta-Nicotinamide mononucleotide
C00458	dCTP; Deoxycytidine 5'-triphosphate; Deoxycytidine triphosphate; 2'-Deoxycytidine 5'-triphosphate
C00459	dTTP; Deoxythymidine triphosphate; Deoxythymidine 5'-triphosphate; TTP
C00460	dUTP; 2'-Deoxyuridine 5'-triphosphate
C00461	Chitin; beta-1,4-Poly-N-acetyl-D-glucosamine; [1,4-(N-Acetyl-beta-D-glucosaminyl)]n; [1,4-(N-Acetyl-beta-D-glucosaminyl)]n+1
C00463	Indole; 2,3-Benzopyrrole
C00464	Mannan; Mannoglycan
C00468	Estrone; 3-Hydroxy-1,3,5(10)-estratrien-17-one
C00469	Ethanol; Ethyl alcohol; Methylcarbinol
C00470	Pectate; Pectic acid; alpha-D-Polygalacturonic acid; Poly(1,4-alpha-D-galacturonate); Poly(1,4-alpha-D-galacturonate)(n); (1,4-alpha-D-Galacturonide)n; [(1->4)-alpha-D-Galacturonosyl]n; De-esterified pectin; (1,4-alpha-D-Galacturonosyl)n
C00473	Retinol; all-trans-Retinol; Vitamin A; Vitamin A1
C00474	Ribitol; Adonitol
C00475	Cytidine
C00476	D-Lyxose
C00479	Propanal; Propionaldehyde
C00483	Tyramine; 2-(p-Hydroxyphenyl)ethylamine
C00486	Bilirubin
C00487	Carnitine; gamma-Trimethyl-hydroxybutyrobetaine; 3-Hydroxy-4-trimethylammoniobutanoate
C00488	Formamide; Methanamide
C00489	Glutarate; Glutaric acid; Pentanedioic acid; 1,3-Propanedicarboxylic acid
C00491	L-Cystine; L-Dicysteine; L-alpha-Diamino-beta-dithiolactic acid
C00492	Raffinose; Melitose; Melitriose; Gossypose; 6G-alpha-D-galactosylsucrose
C00493	Shikimate; Shikimic acid; 3,4,5-Trihydroxy-1-cyclohexenecarboxylic acid
C00497	(R)-Malate; D-Malate; D-Malic acid
C00498	ADP-glucose; ADP-alpha-D-glucose; Adenosine diphosphoglucose
C00499	Allantoate; Allantoic acid
C00500	Biliverdin; Biliverdin IX alpha
C00501	CDP-glucose; CDP-D-Glucose
C00502	D-Xylonate
C00503	Erythritol; Erythrol; Phycitol; Phycite; Erythrite
C00504	Folate; Pteroylglutamic acid; Folic acid
C00506	L-Cysteate; L-Cysteic acid; 3-Sulfoalanine; 2-Amino-3-sulfopropionic acid
C00507	L-Rhamnose; 6-Deoxy-L-mannose; L-Mannomethylose; L-Rhamnopyranose
C00508	L-Ribulose; L-erythro-Pentulose; L-Arabinoketose; L-Arabinulose; L-Riboketose
C00510	Oleoyl-CoA; (9Z)-Octadecenoyl-CoA
C00512	Benzoyl-CoA; S-Benzoyl-coenzyme A
C00513	CDP-glycerol
C00514	D-Mannonate
C00515	D-Ornithine
C00517	Hexadecanal; Palmitaldehyde
C00519	Hypotaurine; 2-Aminoethanesulfinic acid
C00522	(R)-Pantoate; Pantoate; Pantoic acid
C00523	Androsterone; 3alpha-Hydroxy-5alpha-androstan-17-one
C00524	Cytochrome c; Holocytochrome c
C00526	Deoxyuridine; 2-Deoxyuridine; 2'-Deoxyuridine
C00527	Glutaryl-CoA
C00530	Hydroquinone; p-Benzenediol; 1,4-Benzenediol; 1,4-Dihydroxybenzene; Benzene-1,4-diol; Quinol; 4-Hydroxyphenol
C00532	L-Arabitol; L-Arabinol; L-Arabinitol; L-Lyxitol
C00533	Nitric oxide; NO; Nitrogen monoxide
C00534	Pyridoxamine; PM
C00535	Testosterone; 17beta-Hydroxy-4-androsten-3-one
C00536	Triphosphate; Triphosphoric acid; Tripolyphosphate; Inorganic triphosphate
C00541	Cob(II)alamin; Vitamin B12r
C00543	Dimethylamine; (CH3)2NH
C00544	Homogentisate; Homogentisic acid; 2,5-Dihydroxyphenylacetic acid; 2,5-Dihydroxyphenylacetate
C00545	L-Arabinonate
C00546	Methylglyoxal; Pyruvaldehyde; Pyruvic aldehyde; 2-Ketopropionaldehyde; 2-Oxopropanal
C00547	L-Noradrenaline; Noradrenaline; Norepinephrine; Arterenol; 4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol
C00550	Sphingomyelin
C00552	meso-Tartaric acid; meso-Tartrate
C00555	4-Aminobutyraldehyde; 4-Aminobutanal
C00558	D-Tagaturonate; D-Tagaturonic acid
C00559	Deoxyadenosine; 2'-Deoxyadenosine
C00565	Trimethylamine; (CH3)3N; N,N-Dimethylmethanamine
C00566	(3S)-Citryl-CoA
C00568	4-Aminobenzoate; ABEE; 4-Aminobenzoic acid; p-Aminobenzoate
C00570	CDP-ethanolamine; Cytidine diphosphate ethanolamine
C00573	Keratan sulfate; Kerato sulfate; Keratan 6'-sulfate; Keratan; Kerato 6'-sulfate
C00575	3',5'-Cyclic AMP; Cyclic adenylic acid; Cyclic AMP; Adenosine 3',5'-phosphate; Adenosine 3',5'-cyclic phosphate; cAMP
C00576	Betaine aldehyde
C00577	D-Glyceraldehyde
C00580	Dimethyl sulfide; Methyl sulfide; Methyl thioether
C00581	Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid
C00582	Phenylacetyl-CoA; Phenylacetyl coenzyme A
C00583	Propane-1,2-diol; 1,2-Propanediol; Propylene glycol
C00584	Prostaglandin E2; (5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprosta-5,13-dienoate; (5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoate; Dinoprostone; PGE2
C00587	3-Hydroxybenzoate; 3-Hydroxybenzoic acid; m-Hydroxybenzoic acid
C00588	Choline phosphate; Phosphorylcholine; Phosphocholine; O-Phosphocholine
C00593	Sulfoacetaldehyde; 2-Sulfoacetaldehyde
C00596	2-Hydroxy-2,4-pentadienoate; cis-2-Hydroxypenta-2,4-dienoate; Oxopent-4-enoate; 2-Oxopent-4-enoate; 2-Hydroxypenta-2,4-dienoate
C00601	Phenylacetaldehyde; alpha-Tolualdehyde
C00603	(S)-Ureidoglycolate; (-)-Ureidoglycolate
C00606	3-Sulfino-L-alanine; L-Cysteinesulfinic acid; 3-Sulphino-L-alanine; 3-Sulfinoalanine
C00607	Chondroitin sulfate
C00617	UDP-D-galacturonate; UDPgalacturonate; UDP-alpha-D-galacturonate
C00618	3-Dehydro-L-gulonate
C00620	alpha-D-Ribose 1-phosphate; Ribose 1-phosphate; D-Ribose 1-phosphate
C00621	Dolichyl diphosphate; Dolichol diphosphate
C00623	sn-Glycerol 1-phosphate; sn-Gro-1-P; L-Glycerol 1-phosphate
C00624	N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid
C00627	Pyridoxine phosphate; Pyridoxine 5-phosphate; Pyridoxine 5'-phosphate; Pyridoxol 5'-phosphate
C00628	2,5-Dihydroxybenzoate; 2,5-Dihydroxybenzoic acid; Gentisic acid; Hydroquinonecarboxylic acid; Gentisate
C00630	2-Methylpropanoyl-CoA; 2-Methylpropionyl-CoA; Isobutyryl-CoA
C00631	2-Phospho-D-glycerate; D-Glycerate 2-phosphate; 2-Phospho-(R)-glycerate
C00632	3-Hydroxyanthranilate; 3-Hydroxyanthranilic acid
C00634	Chondroitin 4-sulfate; Chondroitin sulfate A; Chondroitin 4'-sulfate
C00636	D-Mannose 1-phosphate; alpha-D-Mannose 1-phosphate
C00637	Indole-3-acetaldehyde; 2-(Indol-3-yl)acetaldehyde; Indoleacetaldehyde
C00638	Long-chain fatty acid; Higher fatty acid
C00639	Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583; (5Z,9alpha,11alpha,13E,15S)-9,11,15-Trihydroxyprosta-5,13-dienoate
C00640	(3S)-3-Hydroxyacyl-CoA; (S)-3-Hydroxyacyl-CoA
C00641	1,2-Diacyl-sn-glycerol; 1,2-Diacylglycerol; L-1,2-Diacylglycerol
C00642	4-Hydroxyphenylacetate; 4-Hydroxyphenylacetic acid
C00643	5-Hydroxy-L-tryptophan; Oxitriptan
C00644	D-Mannitol 1-phosphate
C00645	N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose
C00647	Pyridoxamine phosphate; Pyridoxamine 5-phosphate; Pyridoxamine 5'-phosphate
C00655	Xanthosine 5'-phosphate; Xanthylic acid; XMP; (9-D-Ribosylxanthine)-5'-phosphate
C00658	trans-2,3-Dehydroacyl-CoA; trans-2-Enoyl-CoA; trans-2,3-Didehydroacyl-CoA; trans-Didehydroacyl-CoA; (2E)-2-Enoyl-CoA
C00663	beta-D-Glucose 1-phosphate
C00664	5-Formiminotetrahydrofolate; 5-Formimidoyltetrahydrofolate
C00665	beta-D-Fructose 2,6-bisphosphate; D-Fructose 2,6-bisphosphate
C00666	LL-2,6-Diaminoheptanedioate; LL-2,6-Diaminopimelate; LL-2,6-Diaminopimelic acid
C00668	alpha-D-Glucose 6-phosphate
C00669	gamma-L-Glutamyl-L-cysteine; L-gamma-Glutamylcysteine; 5-L-Glutamyl-L-cysteine; gamma-Glutamylcysteine
C00670	sn-Glycero-3-phosphocholine; Glycerophosphocholine
C00671	(S)-3-Methyl-2-oxopentanoic acid; (S)-3-Methyl-2-oxopentanoate; (3S)-3-Methyl-2-oxopentanoic acid; (3S)-3-Methyl-2-oxopentanoate
C00672	2-Deoxy-D-ribose 1-phosphate; 2-Deoxy-alpha-D-ribose 1-phosphate
C00673	2-Deoxy-D-ribose 5-phosphate
C00674	5alpha-Androstane-3,17-dione; Androstanedione
C00679	5-Dehydro-4-deoxy-D-glucarate; (2R,3S)-2,3-Dihydroxy-5-oxohexanedioate
C00680	meso-2,6-Diaminoheptanedioate; meso-2,6-Diaminopimelate; meso-2,6-Diaminopimelic acid; meso-Diaminoheptanedioate
C00681	1-Acyl-sn-glycerol 3-phosphate; 2-Lysophosphatidate; Lysophosphatidate; Lysophosphatidic acid
C00683	(S)-Methylmalonyl-CoA; (S)-Methylmalonyl-coenzyme A; (2S)-Methylmalonyl-CoA; D-Methylmalonyl-CoA
C00684	2-Dehydro-3-deoxy-L-arabinonate; 2-Dehydro-3-deoxy-L-pentonate
C00689	alpha,alpha'-Trehalose 6-phosphate; Trehalose 6-phosphate
C00691	2,4,6/3,5-Pentahydroxycyclohexanone; scyllo-Inosose; 2-Inosose
C00692	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate; UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-D-glutamate
C00693	trans-2,3-Dehydroacyl-[acyl-carrier protein]; trans-2-Enoyl-[acyl-carrier protein]
C00695	Cholic acid; Cholate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanic acid
C00696	Prostaglandin D2; (5Z,13E)-(15S)-9alpha,15-Dihydroxy-11-oxoprosta-5,13-dienoate; (5Z,13E,15S)-9alpha,15-Dihydroxy-11-oxoprosta-5,13-dienoate; PGD2
C00697	Nitrogen; N2
C00698	Cl-; Chloride; Chloride ion
C00700	XTP; Xanthosine 5'-triphosphate
C00704	Superoxide; O2.-; Superoxide anion; O2-
C00705	dCDP; 2'-Deoxycytidine diphosphate; 2'-Deoxycytidine 5'-diphosphate
C00707	Xylan
C00708	Iodide; I-
C00712	(9Z)-Octadecenoic acid; (Z)-Octadec-9-enoic acid; Oleate; Oleic acid
C00714	Pectin; Poly(1,4-alpha-D-galacturonide)
C00718	Amylose; Amylose chain; (1,4-alpha-D-Glucosyl)n; (1,4-alpha-D-Glucosyl)n+1; (1,4-alpha-D-Glucosyl)n-1; 4-{(1,4)-alpha-D-Glucosyl}(n-1)-D-glucose; 1,4-alpha-D-Glucan
C00719	Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate
C00721	Dextrin
C00726	Nitrile; R-CN
C00734	Chitosan; beta-1,4-Poly-D-glucosamine
C00735	Cortisol; Hydrocortisone; 11beta,17alpha,21-Trihydroxy-4-pregnene-3,20-dione; Kendall's compound F; Reichstein's substance M
C00739	D-Lysine; D-2,6-Diaminohexanoic acid
C00740	D-Serine
C00741	Diacetyl; Biacetyl; Dimethylglyoxal; 2,3-Butanedione
C00745	Nicotine; (S)-3-(1-Methylpyrrolidin-2-yl)pyridine; (S)-Nicotine
C00748	Siroheme
C00750	Spermine; N,N'-Bis(3-aminopropyl)-1,4-butanediamine
C00751	Squalene; Spinacene; Supraene
C00753	Tungsten
C00757	Berberine; Umbellatine
C00760	Cellulose; (1,4-beta-D-Glucosyl)n; (1,4-beta-D-Glucosyl)n+1; (1,4-beta-D-Glucosyl)n-1; 1,4-beta-D-Glucan; Microcrystalline cellulose
C00762	Cortisone; 17alpha,21-Dihydroxy-4-pregnene-3,11,20-trione; Kendall's compound E; Reichstein's substance Fa
C00763	D-Proline
C00777	Retinoate; Retinoic acid; Vitamin A acid; all-trans-Retinoate; Acide retinoique (French) (DSL); Tretinoine (French) (EINECS); 3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexene-1-yl)-2,4,6,8-nonatetraenoic acid (ECL); (all-E)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid; beta-Retinoic acid; AGN 100335; all-(E)-Retinoic acid; all-trans-beta-Retinoic acid; all-trans-Retinoic acid; all-trans-Tretinoin; all-trans-Vitamin A acid; Ro 1-5488; trans-Retinoic acid; Tretin M; all-trans-Vitamin A1 acid
C00778	Rhodopsin; Visual purple
C00780	Serotonin; 3-(2-Aminoethyl)-1H-indol-5-ol; 5-Hydroxytryptamine; Enteramine
C00785	Urocanate; Urocanic acid
C00788	L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
C00789	CDP-ribitol; CDP-L-ribitol; CDP 5-ester with D-ribitol
C00791	Creatinine; 1-Methylglycocyamidine
C00792	D-Arginine; D-2-Amino-5-guanidinovaleric acid
C00793	D-Cysteine; D-Amino-3-mercaptopropionic acid
C00794	D-Sorbitol; D-Glucitol; L-Gulitol; Sorbitol
C00795	D-Tagatose; lyxo-Hexulose
C00798	Formyl-CoA
C00800	L-Gulonate; L-Gulonic acid; Gulonate; Gulonic acid
C00802	Oxalureate; Oxaluric acid; Monooxalylurea; Oxalurate; N-Carbamoyl-2-oxoglycine
C00804	Propynoate; Propiolic acid; Acetylenecarboxylic acid; Acetylenemonocarboxylate
C00805	Salicylate; o-Hydroxybenzoic acid; Salicylic acid
C00808	(+)-Camphor; d-Camphor
C00810	(R)-Acetoin; (R)-2-Acetoin; (R)-3-Hydroxy-2-butanone; (R)-Dimethylketol; (R)-3-Hydroxybutan-2-one
C00811	4-Coumarate; p-Coumaric acid; trans-4-Hydroxycinnamate; trans-p-Hydroxycinnamate; 4-Hydroxycinnamic acid; 4-Hydroxycinnamate
C00813	Barbiturate; Barbituric acid; Malonylurea
C00817	D-Altronate
C00818	D-Glucarate; D-Glucaric acid; L-Gularic acid; D-Saccharic acid; D-Glucosaccharic acid; Glucaric acid; Glucarate
C00819	D-Glutamine; D-2-Aminoglutaramic acid
C00822	Dopaquinone
C00823	1-Hexadecanol; Hexadecanol; Cetyl alcohol; Palmityl alcohol; 16-Hexadecanol
C00825	Kanamycin B; Bekanamycin; Nebramycin factor 5
C00826	L-Arogenate; L-Arogenic acid; Pretyrosine
C00827	Lactoyl-CoA
C00828	Menaquinone; Vitamin K2
C00829	Naphthalene
C00831	Pantetheine; (R)-Pantetheine
C00832	Paromomycin; Paromomycin I; Aminosidin; Catenulin; Hydroxymycin; Monomycin A; Zygomycin A1; Neomycin E
C00835	Sepiapterin
C00836	Sphinganine; Dihydrosphingosine; 2-Amino-1,3-dihydroxyoctadecane
C00847	4-Pyridoxate; 4-Pyridoxic acid
C00853	Cob(I)alamin; Cbl; Vitamin B12s
C00855	D-Methionine; D-2-Amino-4-(methylthio)butyric acid
C00857	Deamino-NAD+; Deamido-NAD+; Deamido-NAD; Nicotinic acid adenine dinucleotide
C00860	L-Histidinol
C00861	L-Rhamnulose; 6-Deoxy-L-fructose
C00864	Pantothenate; Pantothenic acid; (R)-Pantothenate
C00865	Phospholipid
C00868	tRNA uridine; Uracil in tRNA
C00873	Angiotensin I
C00877	Crotonoyl-CoA; Crotonyl-CoA; 2-Butenoyl-CoA; trans-But-2-enoyl-CoA; But-2-enoyl-CoA; (E)-But-2-enoyl-CoA; (2E)-But-2-enoyl-CoA
C00879	D-Galactarate; D-Mucic acid; D-Galactaric acid; Galactaric acid; Galactarate; Mucic acid
C00880	D-Galactonate; D-Galactonic acid
C00881	Deoxycytidine; 2'-Deoxycytidine
C00882	Dephospho-CoA; Dephosphocoenzyme A; 3'-Dephospho-CoA
C00884	Homocarnosine; L-Homocarnosine; gamma-Aminobutyryl histidine; N-(4-Amino-1-oxobutyryl)histidine
C00885	Isochorismate; Isochorismic acid
C00886	L-Alanyl-tRNA; L-Alanyl-tRNA(Ala)
C00887	Nitrous oxide; Dinitrogen monoxide; Dinitrogen oxide; N2O
C00888	Pentanoyl-CoA; Valeryl-coenzyme A
C00894	Propenoyl-CoA; Acryloyl-CoA; Acrylyl-CoA
C00898	(R,R)-Tartaric acid; (R,R)-Tartrate; L-Tartaric acid; Tartaric acid; Tartrate; 2,3-Dihydroxybutanedioic acid; (2R,3R)-Tartaric acid; (+)-Tartaric acid
C00899	11-cis-Retinol
C00903	Cinnamaldehyde
C00905	D-Fructuronate; D-Fructuronic acid
C00908	Gentamicin C1a
C00909	Leukotriene A4; LTA4; (7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyeicosa-7,9,11,14-tetraenoic acid; (7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyeicosa-7,9,11,14-tetraenoate; (7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyicosa-7,9,11,14-tetraenoate; (5S,6S,7E,9E,11Z,14Z)-5,6-Epoxyicosa-7,9,11,14-tetraenoate
C00921	Dihydropteroate; 7,8-Dihydropteroate
C00922	2,3-Dimethylmaleate; Dimethylmaleic acid
C00925	Heparan sulfate; Heparitin sulfate; Heparin sulfate; Heparin monosulfate
C00931	Porphobilinogen
C00935	UDP-L-arabinose; UDP-L-arabinopyranose; UDP-beta-L-arabinopyranose
C00937	(R)-Lactaldehyde; D-Lactaldehyde; D-2-Hydroxypropionaldehyde
C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate
C00942	3',5'-Cyclic GMP; Guanosine 3',5'-cyclic monophosphate; Guanosine 3',5'-cyclic phosphate; Cyclic GMP; cGMP
C00944	3-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinate; 5-Dehydroquinic acid
C00951	Estradiol-17beta; Estradiol; beta-Estradiol
C00954	Indole-3-acetate; Indole-3-acetic acid; (Indol-3-yl)acetate; Indoleacetate; Indoleacetic acid; (1H-indol-3-yl)acetate; IAA
C00955	Indole-3-ethanol; Tryptophol
C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
C00957	Mercaptopyruvate; 3-Mercaptopyruvic acid; 3-Mercaptopyruvate
C00958	Plasmenylcholine; Choline plasmalogen; 1-Alkenyl-2-acylglycerophosphocholine; 2-Acyl-1-(1-alkenyl)-sn-glycero-3-phosphocholine
C00963	beta-D-Glucoside
C00965	1,3-beta-D-Glucan; 1,3-beta-Glucan; (1,3-beta-D-Glucosyl)n; (1,3-beta-D-Glucosyl)n+1; (1,3-beta-D-Glucosyl)n-1
C00966	2-Dehydropantoate
C00969	3-Hydroxypropanal
C00971	4-Pyridoxolactone; 4-Pyridoxic acid lactone
C00973	Cyclomaltodextrin; Cyclodextrin
C00975	Dihydroxyfumarate; Dihydroxyfumaric acid
C00976	GDP-D-mannuronate; GDP-D-mannuronic acid
C00978	N-Acetylserotonin; N-Acetyl-5-hydroxytryptamine
C00979	O-Acetyl-L-serine; O3-Acetyl-L-serine
C00984	alpha-D-Galactose
C00986	1,3-Diaminopropane; Trimethylenediamine; 1,3-Propanediamine; Propane-1,3-diamine
C00988	2-Phosphoglycolate; Phosphoglycolic acid
C00989	4-Hydroxybutanoic acid; 4-Hydroxybutanoate; 4-Hydroxybutyric acid
C00990	5-Aminopentanamide
C00992	Aquacob(III)alamin; Aquacobalamin
C00996	Ferricytochrome b5
C00999	Ferrocytochrome b5
C01001	Formylmethanofuran
C01004	N-Methylnicotinate; Trigonelline; Trigenelline; 1-Methylpyridinio-3-carboxylate; Betaine nicotinate; Caffearin; Gynesine
C01005	O-Phospho-L-serine; L-O-Phosphoserine; 3-Phosphoserine; Dexfosfoserine; 3-Phospho-L-serine
C01007	Reduced riboflavin
C01010	Urea-1-carboxylate; Allophanate; Allophanic acid
C01011	(3S)-Citramalyl-CoA; L-Citramalyl-CoA; (S)-Citramalyl-CoA; (3S)-3-Carboxy-3-hydroxybutanoyl-CoA
C01013	3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid
C01019	6-Deoxy-L-galactose; L-Fucose
C01020	6-Hydroxynicotinate; 6-Hydroxynicotinic acid
C01024	Hydroxymethylbilane
C01026	N,N-Dimethylglycine; Dimethylglycine
C01028	N6-Hydroxy-L-lysine
C01035	4-Guanidinobutanoate; 4-Guanidinobutyric acid
C01036	4-Maleylacetoacetate; 4-Maleylacetoacetic acid
C01037	7,8-Diaminononanoate; 7,8-Diaminopelargonic acid; DAPA
C01040	L-Gulono-1,4-lactone; L-Gulono-gamma-lactone; gamma-Gulonolactone; L-Gulonic acid gamma-lactone; L-Gulonolactone
C01041	Monodehydroascorbate; Monodehydroascorbate radical; Ascorbate radical; Semidehydroascorbic acid
C01042	N-Acetyl-L-aspartate; N-Acetyl-L-aspartic acid
C01043	N-Carbamoylsarcosine
C01044	N-Formyl-L-aspartate
C01045	N-Formyl-L-glutamate
C01050	UDP-N-acetylmuramate; UDP-N-acetyl-alpha-D-muramate; UDP-N-acetylmuramic acid; UDP-MurNAc
C01051	Uroporphyrinogen III
C01053	(R)-4-Dehydropantoate
C01054	(S)-2,3-Epoxysqualene; Squalene 2,3-epoxide; Squalene 2,3-oxide; (S)-Squalene-2,3-epoxide; 2,3-Oxidosqualene; (3S)-2,3-Epoxy-2,3-dihydrosqualene
C01056	(S)-6-Hydroxynicotine
C01059	2,5-Dihydroxypyridine
C01060	3,5-Diiodo-L-tyrosine; 3,5-Diiodotyrosine; L-Diiodotyrosine
C01061	4-Fumarylacetoacetate; 4-Fumarylacetoacetic acid; Fumarylacetoacetate
C01063	6-Carboxyhexanoyl-CoA; Pimeloyl-CoA
C01068	D-Ribitol 5-phosphate; Ribitol 5-phosphate; L-Ribitol 1-phosphate
C01069	Desulfoglucotropeolin
C01073	N-Acetyl-beta-alanine
C01074	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc
C01077	O-Acetyl-L-homoserine; O-Acetylhomoserine
C01079	Protoporphyrinogen IX
C01081	Thiamin monophosphate; Thiamine monophosphate; Thiamin phosphate; Thiamine phosphate; TMP
C01083	alpha,alpha-Trehalose; alpha,alpha'-Trehalose; Trehalose
C01088	(R)-3,3-Dimethylmalate
C01089	(R)-3-Hydroxybutanoate; (R)-3-Hydroxybutanoic acid; (R)-3-Hydroxybutyric acid; D-beta-Hydroxybutyric acid
C01092	8-Amino-7-oxononanoate; 8-Amino-7-oxononanoic acid; 7-Keto-8-aminopelargonic acid; KAPA
C01094	D-Fructose 1-phosphate
C01096	Sorbitol 6-phosphate; D-Sorbitol 6-phosphate; D-Glucitol 6-phosphate
C01097	D-Tagatose 6-phosphate
C01099	L-Fuculose 1-phosphate
C01100	L-Histidinol phosphate
C01101	L-Ribulose 5-phosphate
C01102	O-Phospho-L-homoserine
C01103	Orotidine 5'-phosphate; Orotidylic acid
C01107	(R)-5-Phosphomevalonate; (R)-5-Phosphomevaloonic acid; (R)-Mevalonic acid 5-phosphate
C01110	5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
C01111	7,8-Dihydroxykynurenate
C01113	D-Galactose 6-phosphate; 6-Phospho-D-galactose
C01114	L-Arabinono-1,4-lactone; L-Arabonolactone
C01115	L-Galactono-1,4-lactone
C01118	O-Succinyl-L-homoserine; O4-Succinyl-L-homoserine; O-Succinylhomoserine
C01120	Sphinganine 1-phosphate; Dihydrosphingosine 1-phosphate
C01124	18-Hydroxycorticosterone
C01126	(2E,6E)-Farnesol; 2-trans,6-trans-Farnesol; trans-Farnesol
C01127	4-Hydroxy-2-oxoglutarate; 4-Hydroxy-2-oxoglutaric acid
C01131	L-Rhamnulose 1-phosphate
C01132	N-Acetyl-D-galactosamine; N-Acetyl-D-chondrosamine; 2-Acetamido-2-deoxy-D-galactose
C01134	Pantetheine 4'-phosphate; 4'-Phosphopantetheine; Phosphopantetheine; D-Pantetheine 4'-phosphate
C01137	S-Adenosylmethioninamine; (5-Deoxy-5-adenosyl)(3-aminopropyl)methylsulfonium; (5-Deoxy-5-adenosyl)(3-aminopropyl)methylsulfonium cation; S-Adenosyl-(5')-3-methylthiopropylamine; S-Adenosyl 3-(methylthio)propylamine; S-Adenosyl 3-(methylsulfanyl)propylamine; Decarboxy-AdoMet
C01142	(3S)-3,6-Diaminohexanoate; L-beta-Lysine
C01143	(R)-5-Diphosphomevalonate
C01144	(S)-3-Hydroxybutanoyl-CoA; (S)-3-Hydroxybutyryl-CoA
C01146	2-Hydroxy-3-oxopropanoate; Tartronate semialdehyde
C01149	4-Trimethylammoniobutanal
C01151	D-Ribose 1,5-bisphosphate; Ribose 1,5-bisphosphate; alpha-D-Ribose 1,5-bisphosphate
C01152	N(pi)-Methyl-L-histidine; N-pros-Methyl-L-histidine; 3-Methylhistidine; 1-Methylhistidine
C01153	Orthophosphoric monoester; Phosphate monoester
